Accel_X_mean,Accel_X_std,Accel_X_median,Accel_Y_mean,Accel_Y_std,Accel_Y_median,Accel_Z_mean,Accel_Z_std,Accel_Z_median,Gyro_X_mean,Gyro_X_std,Gyro_X_median,Gyro_Y_mean,Gyro_Y_std,Gyro_Y_median,Gyro_Z_mean,Gyro_Z_std,Gyro_Z_median,syllable_count,Label
0.546402116,0.030586958,0.54,-0.232804233,0.042682826,-0.23,0.803994709,0.041473778,0.81,0.713306878,18.79337996,0.71,-1.170555556,7.073098208,-0.81,0.398253968,10.19204082,0.34,1,end
0.543518519,0.034954323,0.53,-0.222857143,0.040726632,-0.22,0.80962963,0.036951045,0.82,0.482751323,19.08794299,1.13,-0.855026455,7.175204033,-0.75,-0.130555556,12.55438976,-0.21,1,end
0.531772487,0.030872049,0.52,-0.221455026,0.067247903,-0.21,0.81468254,0.037494895,0.82,0.43505291,24.58849886,-1.1,-0.860925926,7.278330138,-0.47,-0.097619048,16.89562702,0.8,1,end
0.532407407,0.040517516,0.52,-0.245661376,0.05221575,-0.26,0.810079365,0.048035619,0.82,0.335,23.70718168,0.855,-1.249153439,8.024309804,-0.76,0.524047619,15.3551636,0.41,1,end
0.539259259,0.033153953,0.53,-0.233597884,0.03721423,-0.24,0.808544974,0.04077823,0.81,0.610396825,24.13534802,0.48,-1.071746032,6.565842333,-0.73,0.451216931,14.84874281,0.58,1,end
0.541503958,0.031599459,0.53,-0.236992084,0.055007719,-0.23,0.804986807,0.037952732,0.81,0.497941953,20.21263084,-1.04,-0.934327177,7.843653267,-0.95,-0.277915567,13.06306829,0.81,1,end
0.552460317,0.028190895,0.545,-0.237989418,0.043209193,-0.23,0.798544974,0.036290156,0.8,0.578968254,19.08848175,0.26,-1.437671958,6.926751194,-0.995,-0.09526455,12.91692696,0.3,1,end
0.547836412,0.028416119,0.54,-0.218680739,0.039872162,-0.22,0.806649077,0.035887992,0.81,0.86055409,21.1044132,2.14,-1.07408971,5.533672958,-1.22,0.412401055,13.66086152,-0.21,1,end
0.544618395,0.082446662,0.54,-0.375772994,0.11757242,-0.34,0.751722114,0.088334087,0.77,1.550841487,54.12707045,2.55,-1.379804305,14.57879463,-0.89,0.069804305,37.08420553,0.23,4,CallManavUMass
0.555514512,0.068879441,0.55,-0.379182058,0.130680418,-0.34,0.743403694,0.093468004,0.76,-0.387519789,64.6154015,7.37,-1.589076517,13.74390399,-1.21,0.421899736,42.80130533,-3.36,4,CallManavUMass
0.560448549,0.092393564,0.55,-0.367862797,0.138603855,-0.33,0.75055409,0.106462896,0.77,1.478021108,71.451995,5.74,-1.479920844,15.93566918,-0.9,-0.721319261,46.73704301,-2.78,4,CallManavUMass
0.562955145,0.093580883,0.56,-0.359076517,0.136939109,-0.34,0.74944591,0.107663787,0.77,-0.384643799,67.831608,4.37,-1.297546174,15.23997162,-1.3,0.716622691,44.82008819,-0.6,4,CallManavUMass
0.555963061,0.081619252,0.54,-0.366807388,0.121922833,-0.35,0.750738786,0.090629678,0.76,2.342638522,59.57908527,3.08,-0.493192612,14.89543043,-1.01,-0.810923483,44.01693971,0.21,4,CallManavUMass
0.554153439,0.091015187,0.55,-0.357010582,0.154500324,-0.31,0.754603175,0.108344064,0.77,4.062645503,63.8204311,4.965,0.453465608,13.17190932,-0.35,-2.611084656,43.45076363,0.295,4,CallManavUMass
0.56055409,0.070833728,0.55,-0.349841689,0.111710966,-0.33,0.756226913,0.087811494,0.77,-0.169868074,52.42991591,0.53,-0.98182058,9.788279305,-1.18,0.559973615,38.05710009,-0.15,3,CallManavUMass
0.559023747,0.088115767,0.55,-0.361345646,0.120681637,-0.34,0.751029024,0.089299133,0.77,2.421662269,57.06601569,1.66,0.200580475,12.76053857,-0.29,-1.670211082,38.56192208,-1.24,4,CallManavUMass
0.557176781,0.090130405,0.55,-0.387941953,0.137669518,-0.35,0.742295515,0.108370603,0.76,-0.223298153,62.59730915,4,-1.350184697,15.05014961,-2,0.234881266,43.52826268,-1.25,4,CallManavUMass
0.563746702,0.090359067,0.55,-0.355065963,0.128339758,-0.32,0.753166227,0.100905956,0.77,0.157994723,63.2703711,1.69,-0.944802111,13.50924996,-1.08,0.259815303,46.08104169,-0.41,4,CallManavUMass
0.551451187,0.071342045,0.54,-0.332031662,0.129102884,-0.29,0.766332454,0.102982021,0.79,-0.09817942,53.12472093,2.66,-1.219155673,11.61536085,-1.65,0.582585752,35.41233278,-1.37,3,CallManavUMass
0.557862797,0.078930833,0.55,-0.33530343,0.125202905,-0.31,0.76525066,0.098741434,0.77,0.226253298,56.22613648,1.56,-1.466675462,12.97327397,-2.73,0.305329815,40.40177638,-0.23,3,CallManavUMass
0.555672823,0.080689873,0.55,-0.32237467,0.120997429,-0.29,0.770237467,0.091053194,0.78,0.152823219,57.56192488,1.42,-0.370923483,12.17104281,-1.25,0.301530343,40.24453045,-0.05,3,CallManavUMass
0.560343915,0.083863209,0.55,-0.327724868,0.134988391,-0.29,0.766851852,0.100488907,0.78,4.117222222,50.71030161,5.01,0.152380952,15.28010699,-1.595,-2.654153439,39.31477849,-2.78,4,CallManavUMass
0.56023622,0.090018693,0.55,-0.351207349,0.142757105,-0.32,0.756351706,0.102374813,0.78,-0.614041995,57.14744442,0.53,-1.062808399,16.68390164,-1.45,0.686299213,43.10606906,0.92,4,CallManavUMass
0.55984127,0.0904394,0.55,-0.358703704,0.132321295,-0.32,0.753835979,0.095957244,0.76,-0.38452381,58.42479492,-1.105,-0.895978836,12.62969001,-1.35,0.25462963,45.71581003,2.97,4,CallManavUMass
0.557973684,0.081821927,0.54,-0.330815789,0.131235725,-0.3,0.768184211,0.096733553,0.78,2.153447368,51.01187346,4.18,-0.381973684,12.74621368,-2.54,-1.134815789,39.76439814,0.87,4,CallManavUMass
0.558684211,0.108680526,0.55,-0.343868421,0.152041633,-0.31,0.760157895,0.094187128,0.77,-0.199552632,60.20410251,4.015,-1.371184211,15.83122833,-2.09,0.519210526,49.65993423,2.545,4,CallManavUMass
0.548005249,0.092504395,0.54,-0.359396325,0.159092502,-0.32,0.757165354,0.105473102,0.77,-0.641496063,64.36520968,0.84,-1.051968504,13.55970012,-2.05,0.255695538,44.03279477,0.38,4,CallManavUMass
0.553412698,0.086212642,0.55,-0.31515873,0.164163667,-0.29,0.775714286,0.098345155,0.78,1.075899471,61.85418534,-0.005,-0.584312169,14.2830007,-0.865,-0.560714286,45.50742885,1.6,4,CallManavUMass
